sipmVoltageBreakdown: Starting Calibration Procedure at 1760469705
Connecting to Lidar on COM3
Successfully set all relevant lidar settings
Sweeping Voltage 144
Sipm DAC Count, measurement
4000, 87.4480122324159
3990, 88.06422018348624
3980, 87.84226646248086
3970, 86.94495412844037
3960, 86.44613050075873
3950, 86.83333333333333
3940, 86.98929663608563
3930, 87.2442748091603
3920, 87.02446483180428
3910, 87.42660550458716
3900, 87.1145038167939
3890, 87.38226299694189
3880, 87.065749235474
3870, 87.18195718654434
3860, 87.03669724770643
3850, 87.07645259938838
3840, 86.77522935779817
3830, 86.92507645259938
3820, 87.39755351681957
3810, 86.37519142419602
3800, 87.2782874617737
3790, 87.09327217125383
3780, 86.77981651376147
3770, 86.88073394495413
3760, 87.58409785932722
3750, 86.8868501529052
3740, 87.12538226299694
3730, 86.6824427480916
3720, 86.51987767584097
3710, 86.49085365853658
3700, 87.20489296636086
3690, 87.51070336391437
3680, 87.54587155963303
3670, 86.9908256880734
3660, 87.55810397553516
3650, 87.27522935779817
3640, 88.12385321100918
3630, 88.66666666666667
3620, 88.6381679389313
3610, 89.2308868501529
3600, 88.58103975535168
3590, 90.13740458015268
3580, 90.56422018348624
3570, 91.05351681957187
3560, 93.04128440366972
3550, 93.33078101071976
3540, 93.87614678899082
3530, 95.34862385321101
3520, 97.26299694189602
3510, 98.63608562691131
3500, 99.34709480122324
3490, 100.98470948012232
3480, 102.42313546423135
3470, 104.3776758409786
3460, 106.65038167938931
3450, 108.27675840978593
3440, 110.29510703363914
3430, 112.065749235474
3420, 114.78593272171254
3410, 117.10091743119266
3400, 120.04128440366972
3390, 122.87920489296636
3380, 125.43730886850153
3370, 129.36335877862595
3360, 133.4296636085627
3350, 135.1697247706422
3340, 140.9709480122324
3330, 149.77981651376146
3320, 150.76299694189603
3310, 157.5137614678899
3300, 170.08256880733944
3290, 187.75382262996942
3280, 200.13302752293578
3270, 218.36793893129772
3260, 238.03201219512195
3250, 267.41832061068703
3240, 294.88532110091745
3230, 326.1085626911315
3220, 359.7859327217125
3210, 398.3547400611621
3200, 435.67584097859327
3190, 500.96488549618323
3180, 555.480122324159
3170, 638.3180428134557
3160, 700.1773700305811
3150, 780.1114503816793
3140, 872.7889908256881
3130, 953.4311926605504
3120, 1069.334862385321
3110, 1179.1146788990825
3100, 1300.6091603053435
3090, 1434.880733944954
3080, 1567.6885496183206
3070, 1708.7568807339449
3060, 1885.2431192660551
3050, 2011.3241590214068
3040, 2134.617737003058
3030, 2275.2143950995405
3020, 2428.3577981651374
3010, 2605.062787136294
3000, 2764.6116207951072
2990, 2910.4969418960245
2980, 3065.5679389312977
2970, 3231.316513761468
2960, 3409.3975535168197
2950, 3577.062595419847
2940, 3759.440366972477
2930, 3925.2813455657492
2920, 4082.3180428134556
2910, 4235.729357798165
2900, 4403.721286370597
2890, 4572.146564885496
2880, 4750.568807339449
2870, 4908.474006116208
2860, 5075.510703363914
2850, 5255.559633027523
2840, 5411.266055045871
2830, 5593.019847328244
2820, 5773.675840978593
2810, 5943.974045801527
2800, 6176.64471669219
2790, 6338.917431192661
2780, 6474.269113149847
2770, 6373.01376146789
2760, 6883.368501529052
2750, 6882.843797856049
2740, 7174.892966360856
2730, 7374.246177370031
2720, 7609.418960244649
2710, 7809.78134556575
